Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2993,55,Female,Sneakers,Footwear,70,Massachusetts,M,Green,Spring,3.8,No,Free Shipping,Yes,Yes,37,Bank Transfer,Bi-Weekly
2994,33,Male,Coat,Outerwear,20,Oklahoma,M,Teal,Spring,4.6,No,Free Shipping,Yes,Yes,31,PayPal,Quarterly
2995,54,Male,Sunglasses,Accessories,36,Maine,M,Charcoal,Fall,3.5,No,Store Pickup,Yes,Yes,41,Credit Card,Bi-Weekly
2996,46,Male,Pants,Clothing,46,Florida,L,Orange,Fall,2.7,No,Express,Yes,Yes,27,Credit Card,Bi-Weekly
2997,34,Male,Hoodie,Clothing,62,Maryland,M,Gold,Spring,4.0,Yes,Next Day Air,No,No,14,Venmo,Every 3 Months
2998,67,Male,Gloves,Accessories,49,Wyoming,M,Peach,Summer,3.5,No,Standard,Yes,Yes,49,Venmo,Fortnightly
2999,68,Male,Coat,Outerwear,25,Maine,L,Indigo,Summer,3.2,No,Store Pickup,No,No,27,Debit Card,Weekly
3000,40,Female,Coat,Outerwear,70,Maine,L,Turquoise,Summer,2.8,No,Standard,No,No,18,Credit Card,Annually
3001,49,Male,Scarf,Accessories,20,Arizona,S,Gold,Fall,3.1,No,Free Shipping,No,No,39,PayPal,Monthly
3002,69,Female,Sneakers,Footwear,28,Georgia,S,Indigo,Winter,4.1,No,Store Pickup,No,No,2,Credit Card,Every 3 Months
3003,56,Female,Jeans,Clothing,61,Maine,M,Magenta,Summer,4.4,No,Next Day Air,No,No,49,Bank Transfer,Annually
3004,51,Female,Backpack,Accessories,86,New Mexico,L,Orange,Summer,3.2,No,Standard,No,No,15,Venmo,Weekly
3005,32,Female,Sunglasses,Accessories,45,Louisiana,XL,Magenta,Summer,2.9,No,Store Pickup,No,No,37,PayPal,Fortnightly
3006,54,Male,Shirt,Clothing,65,Florida,M,Gray,Winter,3.7,No,Express,No,No,28,Bank Transfer,Bi-Weekly
3007,67,Female,Backpack,Accessories,32,Alabama,L,Cyan,Fall,3.6,Yes,Free Shipping,No,No,28,Debit Card,Weekly
3008,43,Male,Scarf,Accessories,66,New York,M,Red,Fall,3.7,No,Free Shipping,Yes,Yes,26,Credit Card,Quarterly
3009,21,Male,Coat,Outerwear,45,Arizona,S,Blue,Spring,3.8,No,Store Pickup,No,No,31,Venmo,Weekly
3010,69,Female,Socks,Clothing,44,South Carolina,S,Violet,Summer,4.1,No,Store Pickup,Yes,Yes,12,Credit Card,Annually
3011,61,Male,Blouse,Clothing,61,Mississippi,M,Pink,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Bi-Weekly
3012,61,Male,Sweater,Clothing,97,Oklahoma,M,Orange,Winter,3.3,No,Express,No,No,44,Venmo,Bi-Weekly
3013,63,Male,Shorts,Clothing,62,New Mexico,L,Beige,Summer,4.8,Yes,Standard,Yes,Yes,9,Bank Transfer,Annually
3014,41,Male,Dress,Clothing,25,Idaho,XL,Turquoise,Spring,4.0,No,Express,No,No,44,Venmo,Monthly
3015,46,Male,Pants,Clothing,63,Louisiana,M,Beige,Fall,4.9,No,Store Pickup,No,No,13,PayPal,Monthly
3016,25,Male,Coat,Outerwear,90,Kentucky,L,Cyan,Summer,2.9,No,Next Day Air,Yes,Yes,48,Venmo,Weekly
3017,37,Male,Pants,Clothing,42,New York,M,Peach,Fall,4.1,No,Standard,Yes,Yes,44,Credit Card,Annually
3018,32,Female,Belt,Accessories,98,Vermont,S,Turquoise,Fall,2.8,Yes,Standard,No,No,48,Bank Transfer,Annually
3019,54,Male,Blouse,Clothing,32,Florida,M,Pink,Winter,4.0,No,2-Day Shipping,No,No,21,Credit Card,Monthly
3020,66,Female,Jeans,Clothing,85,California,M,Yellow,Spring,4.0,Yes,Free Shipping,Yes,Yes,16,Cash,Annually
3021,69,Male,Hoodie,Clothing,51,North Dakota,M,Orange,Summer,3.7,No,Free Shipping,No,No,50,Bank Transfer,Monthly
3022,33,Male,Belt,Accessories,38,Missouri,M,Silver,Winter,2.7,No,Free Shipping,No,No,35,Cash,Weekly
3023,30,Female,T-shirt,Clothing,53,Louisiana,L,Red,Summer,3.8,Yes,Next Day Air,No,No,1,Credit Card,Weekly
3024,31,Male,Shorts,Clothing,92,Mississippi,M,Maroon,Spring,3.9,No,Store Pickup,No,No,28,Credit Card,Fortnightly
3025,59,Female,Sunglasses,Accessories,25,Minnesota,L,Blue,Spring,4.7,No,Next Day Air,Yes,Yes,29,Cash,Weekly
3026,35,Male,Socks,Clothing,91,West Virginia,M,Peach,Winter,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Weekly
3027,49,Male,Shoes,Footwear,28,Tennessee,M,Indigo,Winter,3.6,No,Free Shipping,Yes,Yes,24,Debit Card,Fortnightly
3028,66,Male,Shirt,Clothing,51,North Carolina,M,Black,Summer,4.1,No,Standard,Yes,Yes,4,Bank Transfer,Annually
3029,58,Male,Dress,Clothing,66,Kentucky,XL,White,Summer,4.2,No,2-Day Shipping,No,No,12,PayPal,Quarterly
3030,58,Male,Coat,Outerwear,39,Tennessee,S,Gold,Summer,3.9,No,Express,No,No,4,Cash,Quarterly
3031,22,Male,Jeans,Clothing,31,Kentucky,M,Violet,Spring,3.5,Yes,Next Day Air,No,No,14,Credit Card,Annually
3032,53,Female,Sweater,Clothing,28,Mississippi,M,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,10,Bank Transfer,Bi-Weekly
3033,31,Male,Gloves,Accessories,46,Idaho,M,Silver,Summer,3.4,No,Express,Yes,Yes,47,Credit Card,Annually
3034,23,Male,Jewelry,Accessories,69,Connecticut,L,Yellow,Winter,3.4,Yes,Free Shipping,No,No,29,Bank Transfer,Quarterly
3035,48,Male,Socks,Clothing,67,Michigan,M,Purple,Spring,3.6,No,Standard,Yes,Yes,49,Cash,Quarterly
3036,65,Male,Shorts,Clothing,74,Missouri,L,Black,Fall,2.9,No,Express,Yes,Yes,37,Credit Card,Fortnightly
3037,50,Male,Scarf,Accessories,24,Nevada,L,Teal,Fall,4.1,No,Express,No,No,23,Venmo,Weekly
3038,37,Male,Gloves,Accessories,29,Connecticut,M,Turquoise,Spring,2.6,No,Express,No,No,33,Credit Card,Annually
3039,59,Female,Skirt,Clothing,93,Rhode Island,M,Peach,Winter,3.9,No,2-Day Shipping,No,No,46,Bank Transfer,Quarterly
3040,36,Male,Hat,Accessories,93,Utah,XL,Silver,Spring,4.2,No,Store Pickup,No,No,42,Debit Card,Weekly
3041,35,Male,Sandals,Footwear,31,Louisiana,M,Lavender,Spring,3.4,No,Standard,No,No,13,Credit Card,Every 3 Months
3042,44,Female,Belt,Accessories,32,Utah,M,Olive,Winter,2.8,No,Next Day Air,Yes,Yes,38,Venmo,Weekly
3043,40,Male,Shirt,Clothing,89,Delaware,XL,Gray,Fall,4.0,No,Express,No,No,39,PayPal,Bi-Weekly
3044,46,Female,Belt,Accessories,49,Wyoming,S,Violet,Summer,3.2,No,Express,Yes,Yes,17,Venmo,Annually
3045,50,Female,Belt,Accessories,58,Alaska,L,White,Spring,4.6,No,Free Shipping,No,No,38,Credit Card,Monthly
3046,62,Male,Blouse,Clothing,41,Nevada,M,Olive,Summer,3.7,No,Standard,No,No,14,Credit Card,Monthly
3047,68,Male,Shoes,Footwear,65,Missouri,S,Blue,Winter,3.9,No,2-Day Shipping,Yes,Yes,44,PayPal,Fortnightly
3048,56,Female,Shirt,Clothing,22,Colorado,L,Black,Fall,3.5,No,Express,No,No,36,Bank Transfer,Annually
3049,53,Male,Hat,Accessories,95,Virginia,S,Olive,Fall,2.6,No,Standard,No,No,19,Cash,Fortnightly
3050,65,Male,T-shirt,Clothing,89,Texas,XL,Pink,Summer,4.2,No,Free Shipping,No,No,7,Credit Card,Quarterly
3051,28,Female,Boots,Footwear,35,West Virginia,L,Maroon,Summer,5.0,No,Next Day Air,No,No,30,Credit Card,Annually
3052,69,Male,Belt,Accessories,97,Maryland,S,Indigo,Fall,,No,Next Day Air,No,No,37,Bank Transfer,Quarterly
3053,36,Male,Sandals,Footwear,67,West Virginia,XL,Brown,Winter,2.6,Yes,Free Shipping,No,No,10,Cash,Fortnightly
3054,33,Female,Hat,Accessories,52,New Hampshire,M,Charcoal,Fall,3.6,No,2-Day Shipping,Yes,Yes,9,Venmo,Annually
3055,53,Male,Dress,Clothing,78,Connecticut,L,Green,Winter,4.8,No,Standard,No,No,13,Bank Transfer,Monthly
3056,41,Male,Sneakers,Footwear,92,Iowa,S,Magenta,Summer,4.1,No,Next Day Air,No,No,31,PayPal,Weekly
3057,53,Male,Shoes,Footwear,67,Rhode Island,S,Black,Fall,2.8,No,Store Pickup,No,No,4,Cash,Fortnightly
3058,32,Male,Scarf,Accessories,97,Connecticut,S,Silver,Spring,3.3,No,Free Shipping,No,No,47,Credit Card,Bi-Weekly
3059,25,Female,Jacket,Outerwear,32,Oregon,L,Indigo,Spring,4.6,No,Standard,No,No,28,Cash,Monthly
3060,67,Male,Handbag,Accessories,35,Illinois,S,Gray,Summer,4.0,No,Next Day Air,No,No,36,Venmo,Every 3 Months
3061,62,Male,Jacket,Outerwear,38,Alaska,L,Teal,Fall,3.0,No,2-Day Shipping,No,No,11,Credit Card,Bi-Weekly
3062,48,Female,Sweater,Clothing,77,Arizona,M,Peach,Summer,3.6,No,2-Day Shipping,Yes,Yes,34,Venmo,Annually
3063,27,Male,Coat,Outerwear,32,Alaska,M,Indigo,Summer,4.7,Yes,Store Pickup,No,No,25,Venmo,Quarterly
3064,28,Male,Sneakers,Footwear,39,Arkansas,S,Pink,Winter,3.0,No,Store Pickup,No,No,49,Credit Card,Bi-Weekly
3065,52,Male,Coat,Outerwear,39,Colorado,M,Gray,Spring,4.6,Yes,Standard,Yes,Yes,30,Cash,Bi-Weekly
3066,66,Male,Sweater,Clothing,96,Nebraska,M,Brown,Summer,4.1,No,Free Shipping,No,No,29,Cash,Fortnightly
3067,43,Male,Hat,Accessories,69,Colorado,M,Pink,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,24,Cash,Every 3 Months
3068,53,Female,Sandals,Footwear,34,Montana,M,Orange,Summer,3.0,No,Free Shipping,Yes,Yes,43,Venmo,Fortnightly
3069,49,Female,Hat,Accessories,94,Montana,M,Cyan,Spring,3.1,No,Store Pickup,No,No,41,Cash,Bi-Weekly
3070,25,Female,Hoodie,Clothing,56,Hawaii,M,Brown,Summer,3.7,Yes,Next Day Air,No,No,29,Debit Card,Monthly
3071,43,Male,Blouse,Clothing,92,New Jersey,M,Silver,Summer,2.7,Yes,Express,No,No,25,Cash,Every 3 Months
3072,29,Female,Jacket,Outerwear,61,Oklahoma,M,Black,Summer,3.9,No,2-Day Shipping,No,No,43,PayPal,Annually
3073,46,Female,Gloves,Accessories,55,Maine,L,Red,Winter,4.0,Yes,Standard,No,No,24,Debit Card,Annually
3074,43,Male,Hoodie,Clothing,83,Rhode Island,S,Peach,Summer,3.1,No,Standard,No,No,36,Debit Card,Weekly
3075,55,Male,Hoodie,Clothing,58,Missouri,L,Indigo,Spring,3.3,No,Store Pickup,Yes,Yes,13,Credit Card,Every 3 Months
3076,66,Male,Hat,Accessories,96,Missouri,XL,Beige,Fall,3.6,No,Express,No,No,16,Debit Card,Bi-Weekly
3077,28,Male,Shirt,Clothing,83,Hawaii,M,Beige,Spring,5.0,No,Express,Yes,Yes,48,Debit Card,Weekly
3078,64,Male,Gloves,Accessories,66,New Jersey,S,Gold,Summer,4.6,No,2-Day Shipping,No,No,14,Debit Card,Monthly
3079,24,Female,Hat,Accessories,28,Kansas,M,Turquoise,Winter,2.7,No,Standard,No,No,2,Debit Card,Fortnightly
3080,51,Male,Jeans,Clothing,54,Rhode Island,L,Green,Summer,4.6,No,Next Day Air,No,No,46,Debit Card,Quarterly
3081,48,Male,Pants,Clothing,79,Utah,M,Brown,Spring,3.2,No,Next Day Air,No,No,11,Bank Transfer,Bi-Weekly
3082,52,Male,Shoes,Footwear,81,South Carolina,L,Purple,Spring,4.3,No,Free Shipping,Yes,Yes,42,Bank Transfer,Every 3 Months
3083,42,Female,T-shirt,Clothing,67,Indiana,S,Charcoal,Spring,4.2,Yes,Standard,No,No,1,Debit Card,Every 3 Months
3084,24,Male,Shorts,Clothing,33,Connecticut,S,Brown,Summer,2.7,No,Next Day Air,No,No,45,Bank Transfer,Annually
3085,19,Male,Sandals,Footwear,97,Oregon,M,Green,Winter,3.4,No,Free Shipping,No,No,10,Cash,Bi-Weekly
3086,46,Female,Gloves,Accessories,34,Indiana,M,Pink,Spring,3.3,No,Express,No,No,16,Credit Card,Every 3 Months
3087,30,Male,Gloves,Accessories,82,New York,S,Pink,Spring,3.2,Yes,Standard,Yes,Yes,19,Venmo,Quarterly
3088,35,Female,Sneakers,Footwear,28,Oklahoma,L,Gold,Winter,2.6,No,Free Shipping,Yes,Yes,7,PayPal,Annually
3089,59,Male,Sweater,Clothing,49,Iowa,L,Olive,Spring,4.0,No,2-Day Shipping,No,No,33,Debit Card,Every 3 Months
3090,56,Female,Jeans,Clothing,84,Nevada,M,White,Winter,4.5,No,2-Day Shipping,No,No,14,Bank Transfer,Weekly
3091,30,Female,Sandals,Footwear,68,Oklahoma,L,Peach,Spring,4.3,No,Store Pickup,Yes,Yes,2,PayPal,Every 3 Months
3092,49,Female,Belt,Accessories,37,Ohio,XL,Cyan,Summer,4.6,No,Store Pickup,No,No,28,Debit Card,Weekly
3093,42,Male,Skirt,Clothing,78,Nebraska,M,Green,Fall,3.5,No,Next Day Air,Yes,Yes,33,Cash,Fortnightly
3094,65,Male,Belt,Accessories,74,South Dakota,L,Pink,Summer,,No,2-Day Shipping,No,No,10,Debit Card,Quarterly
3095,34,Male,Blouse,Clothing,98,West Virginia,S,Gold,Fall,3.4,No,Standard,No,No,17,PayPal,Bi-Weekly
3096,25,Female,Pants,Clothing,64,Connecticut,M,Gray,Spring,3.6,No,Express,Yes,Yes,41,Cash,Weekly
3097,57,Male,Jewelry,Accessories,28,Michigan,S,Lavender,Spring,4.6,No,Next Day Air,Yes,Yes,42,Cash,Annually
3098,66,Male,Boots,Footwear,30,Georgia,S,Indigo,Summer,3.7,No,Next Day Air,No,No,3,PayPal,Monthly
3099,41,Male,Skirt,Clothing,84,Tennessee,M,White,Fall,3.1,No,Store Pickup,No,No,32,PayPal,Monthly
3100,30,Female,Jeans,Clothing,34,Tennessee,M,Yellow,Winter,3.3,No,Store Pickup,Yes,Yes,42,PayPal,Fortnightly
3101,69,Male,Hoodie,Clothing,36,Missouri,M,Purple,Spring,4.2,No,Free Shipping,Yes,Yes,4,Debit Card,Quarterly
3102,26,Male,Skirt,Clothing,82,Missouri,XL,Red,Fall,2.6,Yes,Express,No,No,23,Cash,Every 3 Months
3103,29,Male,Belt,Accessories,70,New Hampshire,XL,Gold,Winter,3.1,No,Store Pickup,No,No,18,Debit Card,Monthly
3104,21,Female,Hat,Accessories,34,Nevada,XL,Olive,Summer,4.9,No,Next Day Air,No,No,31,PayPal,Bi-Weekly
3105,29,Male,Gloves,Accessories,43,Wisconsin,M,Black,Summer,4.7,Yes,Express,Yes,Yes,46,Credit Card,Bi-Weekly
3106,22,Female,Boots,Footwear,52,Colorado,S,Yellow,Fall,3.1,Yes,Next Day Air,Yes,Yes,31,PayPal,Every 3 Months
3107,50,Female,Belt,Accessories,20,New Jersey,L,Brown,Fall,2.6,No,Store Pickup,Yes,Yes,39,Venmo,Monthly
3108,58,Male,Scarf,Accessories,77,Connecticut,L,Beige,Spring,3.3,Yes,Store Pickup,No,No,23,PayPal,Monthly
3109,42,Female,Gloves,Accessories,90,Arkansas,L,Violet,Winter,3.9,No,Standard,Yes,Yes,16,Bank Transfer,Weekly
3110,21,Male,Sunglasses,Accessories,47,Wyoming,S,Black,Winter,2.8,No,Store Pickup,Yes,Yes,44,Venmo,Every 3 Months
3111,59,Male,Gloves,Accessories,37,Ohio,M,Olive,Fall,4.7,Yes,Store Pickup,No,No,45,PayPal,Fortnightly
3112,55,Male,Coat,Outerwear,40,South Dakota,M,Blue,Spring,4.4,No,Express,No,No,15,Debit Card,Fortnightly
3113,33,Male,Shirt,Clothing,28,South Dakota,M,Purple,Spring,3.1,Yes,2-Day Shipping,Yes,Yes,22,Bank Transfer,Weekly
3114,33,Male,Hat,Accessories,39,Vermont,S,White,Spring,3.2,Yes,Express,No,No,36,Credit Card,Monthly
3115,46,Male,Jeans,Clothing,91,New Hampshire,L,White,Summer,3.9,No,2-Day Shipping,Yes,Yes,27,Bank Transfer,Bi-Weekly
3116,38,Male,Socks,Clothing,66,Illinois,XL,Green,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,48,Venmo,Every 3 Months
3117,69,Female,Coat,Outerwear,64,Texas,M,Olive,Fall,3.5,No,2-Day Shipping,No,No,18,Bank Transfer,Quarterly
3118,39,Male,Pants,Clothing,76,Louisiana,L,Maroon,Summer,3.3,Yes,2-Day Shipping,No,No,10,Cash,Annually
3119,56,Male,Gloves,Accessories,43,Kansas,XL,Gray,Winter,3.2,No,Store Pickup,No,No,10,Cash,Annually
3120,28,Male,Pants,Clothing,92,New Jersey,L,Beige,Winter,4.1,No,Next Day Air,Yes,Yes,18,Venmo,Monthly
3121,24,Male,Sunglasses,Accessories,33,Minnesota,XL,Olive,Summer,4.1,No,Express,No,No,20,Credit Card,Bi-Weekly
3122,37,Male,Dress,Clothing,89,Wisconsin,XL,Purple,Fall,4.0,No,2-Day Shipping,No,No,23,PayPal,Weekly
3123,27,Male,Backpack,Accessories,70,South Carolina,L,Maroon,Winter,3.4,No,Free Shipping,Yes,Yes,33,PayPal,Fortnightly
3124,60,Male,Coat,Outerwear,71,New York,M,Purple,Summer,4.0,No,Next Day Air,Yes,Yes,25,Credit Card,Bi-Weekly
3125,26,Male,Belt,Accessories,98,Connecticut,L,Lavender,Summer,2.9,No,Store Pickup,No,No,4,Cash,Annually
3126,50,Female,Gloves,Accessories,67,Missouri,L,Green,Winter,2.6,No,Free Shipping,No,No,36,Venmo,Weekly
3127,32,Female,Scarf,Accessories,41,New Jersey,M,Green,Fall,3.3,No,Next Day Air,Yes,Yes,25,Credit Card,Quarterly
3128,70,Male,Shorts,Clothing,65,Utah,M,Magenta,Spring,3.9,No,Free Shipping,No,No,37,Credit Card,Quarterly
3129,30,Female,Shoes,Footwear,56,Kentucky,M,Silver,Fall,3.3,No,Next Day Air,No,No,21,Credit Card,Annually
3130,57,Male,Sweater,Clothing,35,Louisiana,S,Indigo,Fall,3.5,No,Free Shipping,No,No,23,Cash,Weekly
3131,40,Male,Skirt,Clothing,94,Massachusetts,M,Green,Fall,3.3,No,Standard,No,No,19,Cash,Annually
3132,23,Female,Belt,Accessories,62,Georgia,S,Magenta,Spring,3.6,No,2-Day Shipping,Yes,Yes,48,Cash,Annually
3133,27,Male,Coat,Outerwear,81,Maryland,M,Peach,Summer,3.0,No,Next Day Air,Yes,Yes,32,Debit Card,Annually
3134,45,Male,Sunglasses,Accessories,72,South Carolina,S,Purple,Spring,5.0,Yes,Standard,Yes,Yes,24,Credit Card,Monthly
3135,25,Male,Scarf,Accessories,83,Ohio,L,Yellow,Winter,3.7,Yes,Standard,No,No,1,Bank Transfer,Monthly
3136,51,Female,Shorts,Clothing,100,New Jersey,XL,Red,Spring,3.6,Yes,Free Shipping,Yes,Yes,34,Debit Card,Annually
3137,56,Male,Shoes,Footwear,97,Ohio,M,Green,Fall,3.3,Yes,2-Day Shipping,No,No,22,Debit Card,Fortnightly
3138,56,Male,Skirt,Clothing,95,Oklahoma,S,Maroon,Summer,4.2,No,Next Day Air,Yes,Yes,6,Venmo,Bi-Weekly
3139,44,Male,Belt,Accessories,31,Virginia,M,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,36,Debit Card,Monthly
3140,47,Male,Belt,Accessories,71,Wyoming,M,Pink,Spring,2.8,No,Next Day Air,No,No,20,Bank Transfer,Annually
3141,20,Male,Shoes,Footwear,37,Massachusetts,M,Orange,Winter,3.2,No,Free Shipping,No,No,34,Cash,Monthly
3142,24,Male,Blouse,Clothing,50,Georgia,M,Gray,Summer,2.8,No,Standard,Yes,Yes,6,Venmo,Every 3 Months
3143,57,Male,T-shirt,Clothing,86,Rhode Island,L,Brown,Spring,3.2,No,Next Day Air,No,No,17,PayPal,Bi-Weekly
3144,69,Male,Pants,Clothing,29,Florida,S,Violet,Winter,3.6,No,2-Day Shipping,Yes,Yes,31,Bank Transfer,Annually
3145,52,Male,Skirt,Clothing,69,West Virginia,M,Blue,Spring,3.8,No,2-Day Shipping,Yes,Yes,15,Bank Transfer,Every 3 Months
3146,37,Female,Sunglasses,Accessories,91,Alabama,M,Yellow,Summer,3.6,No,2-Day Shipping,No,No,16,Credit Card,Bi-Weekly
3147,34,Male,Blouse,Clothing,21,Connecticut,M,Yellow,Winter,3.3,No,Store Pickup,Yes,Yes,10,Cash,Every 3 Months
3148,24,Female,Skirt,Clothing,54,Oregon,L,White,Summer,4.8,No,Store Pickup,No,No,4,Venmo,Monthly
3149,29,Male,Sunglasses,Accessories,33,Virginia,M,Black,Summer,3.1,Yes,Express,No,No,6,Credit Card,Bi-Weekly
3150,66,Male,Skirt,Clothing,87,Massachusetts,M,Gray,Winter,5.0,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
3151,22,Male,Boots,Footwear,54,Texas,XL,Green,Summer,3.2,No,Free Shipping,Yes,Yes,8,Cash,Bi-Weekly
3152,25,Male,Dress,Clothing,60,New Hampshire,L,Red,Fall,4.6,No,Store Pickup,No,No,9,Venmo,Annually
3153,58,Male,T-shirt,Clothing,67,Michigan,M,Green,Fall,4.1,Yes,Store Pickup,No,No,42,Credit Card,Bi-Weekly
3154,57,Male,Scarf,Accessories,23,New Jersey,S,Black,Summer,4.3,Yes,Store Pickup,No,No,2,Credit Card,Annually
3155,54,Female,Coat,Outerwear,67,Washington,M,Cyan,Fall,2.9,Yes,Standard,No,No,5,PayPal,Weekly
3156,40,Male,Dress,Clothing,21,Mississippi,S,Blue,Summer,4.6,No,Free Shipping,Yes,Yes,19,Debit Card,Weekly
3157,32,Male,Skirt,Clothing,58,Nevada,S,Magenta,Fall,4.1,No,2-Day Shipping,Yes,Yes,31,Debit Card,Weekly
3158,43,Female,Socks,Clothing,49,New York,L,Lavender,Spring,3.9,Yes,Express,No,No,19,Debit Card,Every 3 Months
3159,42,Male,Shoes,Footwear,46,Maryland,M,Pink,Winter,4.7,No,Free Shipping,No,No,28,Credit Card,Every 3 Months
3160,32,Male,Coat,Outerwear,70,Maryland,M,Red,Winter,4.0,No,2-Day Shipping,No,No,18,Credit Card,Bi-Weekly
3161,24,Female,Sweater,Clothing,76,Maryland,XL,Charcoal,Spring,2.9,No,Store Pickup,No,No,38,Cash,Fortnightly
3162,45,Male,Dress,Clothing,21,West Virginia,L,Charcoal,Summer,2.9,No,Express,No,No,16,Credit Card,Quarterly
3163,44,Male,Shorts,Clothing,86,Rhode Island,XL,Yellow,Fall,3.3,No,Standard,No,No,3,PayPal,Bi-Weekly
3164,67,Female,Sweater,Clothing,84,North Dakota,M,Gold,Fall,3.0,No,2-Day Shipping,No,No,36,Venmo,Bi-Weekly
3165,70,Male,Sunglasses,Accessories,71,Virginia,M,Teal,Winter,3.0,No,Express,Yes,Yes,30,Bank Transfer,Annually
3166,56,Male,Scarf,Accessories,50,Mississippi,S,Teal,Winter,3.8,Yes,Express,No,No,42,Bank Transfer,Quarterly
3167,18,Female,Backpack,Accessories,59,Arkansas,L,Orange,Fall,3.8,No,2-Day Shipping,Yes,Yes,48,Bank Transfer,Quarterly
3168,29,Male,Blouse,Clothing,34,Georgia,L,Lavender,Summer,4.1,No,Express,No,No,10,Credit Card,Fortnightly
3169,22,Female,Pants,Clothing,74,Montana,M,Gold,Spring,4.4,No,2-Day Shipping,Yes,Yes,6,Venmo,Monthly
3170,54,Female,Jacket,Outerwear,63,Wyoming,XL,Teal,Winter,3.1,No,Standard,No,No,1,Debit Card,Every 3 Months
3171,54,Female,Skirt,Clothing,86,Michigan,M,Violet,Spring,2.6,No,Express,No,No,36,Debit Card,Fortnightly
3172,53,Male,Shirt,Clothing,75,Arizona,L,Pink,Summer,2.8,Yes,Next Day Air,No,No,2,Credit Card,Every 3 Months
3173,40,Male,Jeans,Clothing,82,Virginia,L,Cyan,Winter,4.0,Yes,Next Day Air,No,No,40,Debit Card,Bi-Weekly
3174,69,Female,Boots,Footwear,98,Ohio,S,Olive,Fall,4.5,Yes,2-Day Shipping,No,No,22,PayPal,Quarterly
3175,54,Female,Handbag,Accessories,97,New Hampshire,S,Olive,Fall,3.8,No,Store Pickup,No,No,25,Venmo,Weekly
3176,41,Male,Sunglasses,Accessories,93,Connecticut,L,Yellow,Winter,2.5,No,Next Day Air,No,No,40,PayPal,Monthly
3177,41,Male,Jewelry,Accessories,73,Oklahoma,L,Maroon,Summer,4.5,Yes,Free Shipping,No,No,25,Debit Card,Fortnightly
3178,29,Male,Shoes,Footwear,57,New Hampshire,M,White,Spring,4.7,No,Standard,No,No,45,Bank Transfer,Monthly
3179,69,Male,Gloves,Accessories,49,Hawaii,S,Yellow,Fall,,No,Next Day Air,No,No,11,Credit Card,Quarterly
3180,58,Male,Skirt,Clothing,72,Massachusetts,M,Lavender,Fall,3.6,No,Free Shipping,No,No,40,Credit Card,Weekly
3181,27,Male,Shirt,Clothing,31,Arizona,M,Black,Fall,3.1,No,Free Shipping,No,No,17,Cash,Fortnightly
3182,44,Male,Pants,Clothing,31,Texas,M,Olive,Spring,4.2,No,Express,Yes,Yes,22,Bank Transfer,Every 3 Months
3183,60,Male,Jeans,Clothing,65,Arizona,M,Charcoal,Fall,4.8,No,Free Shipping,No,No,10,PayPal,Quarterly
3184,70,Male,Jacket,Outerwear,85,Delaware,M,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Quarterly
3185,31,Male,Shoes,Footwear,66,Nebraska,M,White,Winter,4.9,No,Store Pickup,Yes,Yes,39,Credit Card,Quarterly
3186,29,Male,Blouse,Clothing,55,Virginia,M,Silver,Fall,4.9,Yes,2-Day Shipping,No,No,38,PayPal,Annually
3187,52,Male,Hat,Accessories,29,Indiana,M,Orange,Summer,4.2,No,Store Pickup,No,No,12,Credit Card,Monthly
3188,57,Female,Backpack,Accessories,91,New Jersey,M,Turquoise,Summer,3.5,Yes,Standard,Yes,Yes,31,Venmo,Annually
3189,42,Male,Scarf,Accessories,34,Montana,M,Pink,Winter,4.8,No,Next Day Air,No,No,49,Cash,Monthly
3190,51,Male,Coat,Outerwear,41,Rhode Island,L,Charcoal,Summer,2.9,No,Express,No,No,22,Cash,Bi-Weekly
3191,58,Male,T-shirt,Clothing,30,Oregon,L,Lavender,Winter,2.6,Yes,Express,No,No,10,Bank Transfer,Annually
3192,19,Female,Jewelry,Accessories,33,West Virginia,M,Indigo,Fall,2.9,No,2-Day Shipping,Yes,Yes,11,Cash,Monthly
3193,65,Female,Handbag,Accessories,53,Missouri,M,Lavender,Winter,3.6,No,Standard,No,No,12,Bank Transfer,Annually
3194,64,Male,Jacket,Outerwear,90,Nebraska,S,Purple,Summer,4.7,Yes,Free Shipping,No,No,15,Cash,Bi-Weekly
3195,59,Male,T-shirt,Clothing,100,New Hampshire,M,Lavender,Winter,4.6,No,Next Day Air,Yes,Yes,47,PayPal,Fortnightly
3196,33,Male,Hat,Accessories,21,Georgia,M,Beige,Summer,3.2,No,Standard,No,No,14,Venmo,Annually
3197,48,Male,Skirt,Clothing,97,Indiana,M,Brown,Fall,3.2,Yes,Free Shipping,No,No,35,PayPal,Monthly
